madde,anlam,lisan,telaffuz
komando,Özel yetiştirilmiş askerlerden oluşan birlik [askerlik] | Bu birlikte görevli asker; komando er | Vurucu kuvvet,Fransızca commando,koma'ndo
komar,"Kuzey Anadolu dağlarında yetişen, 3-5 metre boyunda, kışın yapraklarını dökmeyen, iri ve mor çiçekleri olan bir ağaç (Hododendron ponticum) [bitki bilimi]",,
kombi,Isıtmada kullanılan yakıtı düzenli ve ayarlı biçimde yakan araç,Fransızca combiné'den,ko'mbi
kombin,"Giyim, dekorasyon vb. alanlarda değişik parçaların uyumlu bir biçimde bir araya getirilmesiyle oluşturulan bütün",İngilizce combine,
kombina,Birkaç sanayi kuruluşunun tek yönetimde birleşmesi | Birleştirilmiş et tesisi,Fransızca combinat,kombi'na
kombine,"Bir spor dalında değişik türdeki yarışmaların sonuçlarına göre birleştirilmiş derecelendirme, toplam puana göre değerlendirme",Fransızca combiné,
kombinezon,Bir işi başarıya ulaştırmak için alınan önlemler bütünü | Kadınların giydikleri kısa ve kolsuz iç çamaşırı,Fransızca combinaison,
kombine bilet,Sezonluk alınan bilet,,
komedi,Gülmeye neden olan olay veya olaylar | Yalan ve yapmacık söz veya davranış,Fransızca comédie,
komedi yazarı,Genellikle komedi türünde eser veren kimse,,
komedyen,"Güldürü oyuncusu; komedyacı | Sözleri, davranışları yalan ve yapmacık olan (kimse)",Fransızca comédien,
komedyenlik,Komedyen olma durumu,,
komi,"Otel, pansiyon vb. yerlerde çalışan hizmetli | Lokantalarda garson yardımcısı",Fransızca commis,
komik,"Gülme duygusu uyandıran; güldürücü, gülünç | Güldürü oyuncusu",Fransızca comique,
komikleştirme,Komikleştirmek işi,,
komiklik,Komik olma durumu | Güldürücü davranış,,
komiser,"Güvenlik teşkilatının meslek aşamaları içinde yer alan, il, ilçe veya bucaklarda bulundukları yerin emniyet ve asayişine ait işleri yöneten, üniformalı veya sivil memur",Fransızca commissaire,
komiserlik,Komiser olma durumu | Komiserin makamı,,
komisyon,Bir işte aracılık yapan kimseye bırakılan yüzde; simsariye [ticaret],Fransızca commission,
komisyoncu,Bir iş karşılığında yüzde alan kimse; simsar [ticaret],,
komisyonculuk,Komisyoncunun yaptığı iş; simsarlık,,
komita,Siyasi bir amaca ulaşmak için silah kullanan gizli topluluk,Sırpça,komi'ta
komitacı,Siyasi bir amaca ulaşmak için silahlı mücadele eden gizli topluluk veya örgüte bağlı kimse,,
komitacılık,Komitacı olma durumu,,
komodin,Karyolanın yanı başına konulan üstü masa biçimindeki küçük dolap; komot,Fransızca commodine,
komodor,Albay veya yarbay rütbesinde olmakla birlikte kumanda ettiği deniz birliği sebebiyle amiral yetkileri ile donatılmış komutan [denizcilik] | Bir kuruluşa bağlı yolcu gemilerinin en eski kaptanı,Fransızca commodore,
kompakt,"Amaca uygun, kullanışlı ve küçük boyutlu olan",Fransızca compact,
kompartıman,Yolcu trenlerinde vagonların bölmelerle ayrılmış bölümlerinden her biri,Fransızca compartiment,
kompilasyon,Derleyip toparlama | Derme çatma yapılan iş,Fransızca compilation,l ince okunur
kompleks,"Vitamin veya proteinlerin oluşturduğu bileşik | Sosyal, kültürel veya sportif faaliyetlerin yürütülebileceği tesisler bütünü",Fransızca complexe,ko'mpleks
komplekslilik,Duygu karmaşası içinde olma,,
komplekssizlik,Duygu karmaşası içinde olmama,,
komple kilit,"Bir mobilyanın sadece bir çekmece veya kapağına takılan, kilitlendiğinde mobilyanın bütün kapak ve çekmecelerini kilitleyebilen özel bir kilit türü",,
komplikasyon,Hastalık sırasında ortaya çıkan ve hastalığın temel özellikleriyle ilişkili olmayan her türlü olumsuz sağlık olayı veya süreci [tıp] | İlaçların doğurabileceği yan etki [tıp],Fransızca complication,
kompliman,"Gönül okşayıcı, hoşa giden söz",Fransızca compliment,ko'mpliman
komplocu,Komplo kuran kimse,,
komploculuk,Komplocu olma durumu,,
komplo kurbanı,Kendisine komplo kurulan veya komploya uğrayan kimse,,
komplo teorisi,"Bir kimse, kuruluş veya ülkeye karşı gizlice, zarar verici tuzak kurulduğu varsayımına dayanan düşüncelerin tümü",,
kompost,Bitki artıklarından yapılan gübre,İngilizce compost,
komposto,Bütün veya dilimler hâlindeki yaş meyvenin şekerli suyla kaynatılmasıyla yapılan bir tatlı türü,İtalyanca composto,kompo'sto
kompostoluk,"Komposto veya meyve dağıtımı yapmak için kullanılan, genellikle yüksek ayaklı tabak | Komposto yapmaya elverişli olan (meyve)",,
kompozisyon,"Ayrı ayrı parçaları bir araya getirerek bir bütün oluşturma biçimi ve işi | Öğrencilere duygu ve düşüncelerini etkili ve düzgün bir biçimde anlatmaları için yaptırılan yazılı veya sözlü çalışma; tahrir, kitabet",Fransızca composition,
komprador,Çok zengin kimse | Uzak Doğu ülkelerinde yabancı ortaklıklar hesabına iş sözleşmesi yapan yerli aracı [tarih],Fransızca comprador,ko'mprador
kompres,Yaraların bakımında veya başka bir amaçla kullanılan katlı bez [tıp],Fransızca compresse,ko'mpres
kompresör,"Bir akışkanı veya gazı, gereken basınca göre sıkıştırmaya yarayan alet; sıkmaç [fizik] | Yol yapımında, dökülen çakılları, kumları bastırıp sıkıştırmak için kullanılan ağır silindirli araç | Sert cisimleri kırmak ve delmek için kullanılan makine",Fransızca compresseur,ko'mpresör
komprime,"Çoğu kez yassı veya silindir biçiminde katı ilaç, hap; sıkıt | Bir konuyla ilgili olarak derinliği olmayan kalıplaşmış bilgi",Fransızca comprimé,ko'mprime
komşu,Konutları yakın olan kimselerin birbirine göre aldıkları ad | Sınır ortaklığı bulunan; mücavir,,
komşuluk,Komşu olma durumu | Komşularla olan ilişki,,
komşu açı,Tepeleri ve birer kenarları ortak olan iki açıdan her biri [matematik],,
komşu hatırı,Komşular arasında gözetilen saygı,,
komşu kapısı,Pek yakın sayılan yer,,
komut,"Askerlere, izcilere, öğrencilere beden eğitimi çalışmalarında veya bir tören sırasında bir durumdan başka bir duruma geçmeleri için verilen emir",,
komuta,Askerî birliği ve onunla ilgili işleri yönetme görevi; kumanda [askerlik],,komu'ta
komutan,"Bir asker topluluğunun başı; kumandan, bey (I), mir [askerlik]",,
komutanlık,Komutanın görevi veya makamı; kumandanlık,,
komün,Beraber çalışıp geliri paylaşmak üzere bir araya gelen topluluk,Fransızca commun,
komünist,Komünizm yanlısı olan kimse; kızıl,Fransızca communiste,
komünizm,"Bütün malların ortaklaşa kullanıldığı ve özel mülkiyetin olmadığı toplum düzeni; komünistlik | Böyle bir düzenin kurulmasını amaçlayan siyasi, ekonomik ve toplumsal öğreti; komünistlik",Fransızca communisme,
komün hayatı,Harcamalar için gelirleri birleştirerek yaşanılan ortak hayat,,
konabilme,Konabilmek işi,,
konak,"Büyük ve gösterişli ev | Vali, kaymakam gibi yüksek dereceli devlet görevlilerinin resmî konutu | Araba veya hayvanla bir günde alınan yol | Yolculukta geceyi geçirmek için inilen, konaklanılan yer",,
konak,Kundak çocuklarının başlarında görülen kepek tabakası | Gözde oluşan ince tabaka,,
Konak,İzmir iline bağlı ilçelerden biri,,ko'nağı
konakçı,Asalağın erginini veya gelişim evrelerinden herhangi birini taşıyan canlı; konak (I) [hayvan bilimi] | Sefere çıkan askerlerin önünden gidip konak yeri sağlamakla görevli subay [tarih] | Toplu olarak yapılan yolculukta konak yeri sağlamakla görevli kimse,,
konakçılık,Konakçı olma durumu,,
konaklama,Konaklamak işi,,
konaklatma,Konaklatmak işi,,
konaklayabilme,Konaklayabilmek işi,,
konaklayış,Konaklamal işi,,
konaklık,Konak olmaya uygun yer | Konak kadar alınan yol,,
konalga,Göçebe ve yolcuların yolculuk veya göç sırasında konakladıkları sulu ve otlu yer,Moğolca,
konargöçerlik,Konargöçer olma durumu,,
konç,Ayağa giyilen şeylerde ayak bileğinden baldıra doğru olan bölüm,,
konçerto,"Bir çalgının teknik özelliklerini ön plana çıkarmak amacıyla yazılmış, orkestra eşliğinde seslendirilen, sonat formundaki müzik eseri [müzik]",İtalyanca concerto,konçe'rto
konçina,İkiliden altılıya kadar olan oyun kâğıtları,Rumca,
kondansatör,"Bir yalıtkan malzemenin iki iletken metal tabaka arasına yerleştirilmesiyle oluşturulan, iki uçlu bir devre elemanı; sığaç, yoğunlaç, meksefe [fizik]",Fransızca condensateur,
kondenseleşme,Yapay reçinelerin oluşumunu ve değişimini sağlayan kimyasal tepkime [kimya],,
kondisyon,Kişinin fiziksel olarak kuvvet durumu | Fiziksel ve ruhsal bakımdan bir sporcunun durumu [spor],Fransızca condition,
kondisyoner,Sporcuların fiziksel ve fizyolojik özelliklerinin gelişimini sağlamak amacıyla yapılacak çalışmaları planlayan antrenman sorumlusu [spor],İngilizce conditioner,
kondisyonerlik,Kondisyonerin görevi ve mesleği [spor],,
kondisyon aleti,"Vücut sağlığını korumak ve geliştirmek için kullanılan kondisyon bisikleti, koşu bandı, kürek vb. araçlardan her biri [spor]",,
kondisyon bisikleti,"Vücut sağlığını korumak ve geliştirmek amacıyla sabit, tekerleksiz, üzerinde pedalların direnç derecesini ayarlayan bir mekanizmanın bulunduğu araç [spor]",,
kondurabilme,Kondurabilmek işi,,
kondurma,Kondurmak işi,,
kondurtma,Kondurtmak işi,,
konduruverme,Konduruvermek işi,,
kondüit,Sahneye çıkma sırası gelen kişileri uyarmakla görevli kimse [tiyatro],Fransızca conduite,
kondüktör,Yolcu trenlerinde biletleri denetleyen ve vagon işlerine bakan görevli,Fransızca conducteur,
kondüktörlük,Kondüktör olma durumu | Kondüktörün görevi,,
konfederasyon,"Birden fazla ülkenin genellikle dış işleri ve savunma alanlarında federasyona göre biraz daha ılımlı bir bağımlılık içinde ortak politika ve yönetim izleyip diğer alanlarda ise bölgesel yönetimlerinde serbest bulundukları devletler topluluğu | Çeşitli ortaklıkların, daha çok sendikaların kümeleşmesi",Fransızca confédération,
konfeksiyon,Hazır giyim eşyası | Hazır giyim eşyası diken sanayi kolu,Fransızca confection,
konfeksiyoncu,Hazır giyim eşyası yapan veya satan kimse,,
konfeksiyonculuk,Konfeksiyoncunun yaptığı iş,,
konferans,"Dinleyicilere bilim, sanat, edebiyat vb. konularda bilgi vermek için yapılan söyleşi; konuşma | Uluslararası bir sorunun çözülmesi için yapılan toplantı",Fransızca conférence,
konfeti,"Düğün, balo vb. eğlencelerde, spor karşılaşmalarında serpilen, küçük yuvarlak pul biçiminde kesilmiş renkli kâğıt parçaları",İtalyanca confetti,konfe'ti
konfor,Günlük hayatı kolaylaştıran maddi rahatlık,Fransızca confort,
konforsuzluk,Konforsuz olma durumu,,
Kongolu,Kongo Cumhuriyeti’nde yaşayan halk veya bu halkın soyundan olan kimse | Demokratik Kongo Cumhuriyeti’nde yaşayan halk veya bu halkın soyundan olan kimse,,
kongövde,"Palmiyelerde olduğu gibi, üzerinde yaprak kalıntıları, izleri bulunan dalsız, budaksız gövde [bitki bilimi]",,ko'ngövde
kongre,"Çeşitli ülkelerden yöneticilerin, elçilerin, delegelerin katılmasıyla yapılan toplantı | Sorunları görüşmek, fikir alışverişinde bulunmak ve kararlar almak amacıyla bir araya gelen kimselerin yaptığı toplantı | Bir meslek dalında belirli konular üzerinde bilgi alışverişinde bulunmak üzere yapılan toplantı | Amerika Birleşik Devletleri'nde Temsilciler Meclisi ile Senatonun bir aradayken aldıkları ad",Fransızca congrès,ko'ngre
koni,Durağan bir noktadan geçen ve bir eğriye dayanarak hareket eden bir doğrunun çizdiği yüzey; mahrut [matematik] | Bu biçiminde olan | Çembersel bölge üzerindeki her noktanın çember düzlemi dışındaki bir nokta ile birleşiminden oluşan geometrik cisim | Bu yüzeyle sınırlı katı cisim,Fransızca cône,
konik,Koni biçiminde olan veya koni ile ilgili olan; mahruti | Tabanı daire biçiminde olan bir koninin bir düzlemle ara kesiti [matematik],Fransızca conique,
koniklik,Konik olma durumu,,
konjonktür,Her türlü durum ve şartın ortaya çıkardığı sonuç,Fransızca conjoncture,
konken,Bir tür iskambil oyunu,Rumca,
konkordato,Papalık makamıyla başka hükûmetler arasında yapılan anlaşma [tarih],İtalyanca concordato,konkorda'to
konkurhipik,"Erkek ve kadın binicilerin eşit koşullarda katıldıkları, parkura değişik aralıklarla yerleştirilmiş engellerin belirli bir süre içerisinde ve kurallara uygun biçimde aşılmasına dayalı atlı binicilik sporunun bir dalı [spor]",Fransızca concours hippique,
konma,Konmak işi; vaz,,
konnektör,Demir yollarında fren kumanda kollarını dingilin üzerine bağlayan ve her iki ucunda kumanda kolunun girmesine uygun deliği bulunan parça veya düzen,Fransızca connecteur,
konnektör pensi,Birden fazla kablonun birbirine tutturulmasını sağlayan araç [teknik],,
konsantrasyon,"Dikkatin sürekli olarak bir nesne veya konunun belirli bir yönü üzerinde toplanması; dikkat toplaşımı, yoğunlaşma [ruh bilimi] | Bir ortamda bulunan belirli bir maddenin kütle veya hacminin, içinde bulunduğu ortamın kütle veya hacmine oranı; derişim [kimya]",Fransızca concentration,
konser,Sanatçıların müzik eserlerini bir topluluk önünde çalması veya söylemesi [müzik] | Sürekli gürültü,Fransızca concert,
konservatif,"Sağlığın korunması, işlevlerin yeniden kazanılması veya vücut yapılarının tamirinde varis çorabı, bandaj vb. malzemeler kullanılarak yapılan tedavi yöntemi [tıp]",Fransızca conservative,
konservatuvar,"Müzik, tiyatro ve bale öğretiminin yapıldığı okul",Fransızca conservatoire,
konserve,Isı ile sterilize edilerek uzun zaman saklanabilecek biçimde kutulanmış (yiyecek) | Bu yolla hazırlanmış yiyecek,Fransızca conserve,konse'rve
konserveci,Konserve yapan veya satan kimse,,
konservecilik,Konservecinin yaptığı iş,,
konsey,"Sorunları görüşmek, fikir alışverişinde bulunmak ve kararlar almak amacıyla bir araya gelen kimselerden oluşan topluluk; kurul",Fransızca conseil,
konsinye,Devir işlemi yapılmadan satılması amacı ile bir kişiye bırakılan veya ödünç verilen mal [ticaret],Fransızca consigné,
konsinye ihracat,"Kesin satışı daha sonra yapılmak üzere dış alıcılara, komisyonculara, ihracatçının yurt dışındaki şube ve temsilciliklerine mal gönderilmesi şeklinde yapılan ihracat [ticaret]",,
konsol,"Duvar kenarına yerleştirilen, üstüne ayna ve başka süs eşyası konulan, çekmeceli, dolaplı mobilya | Yalnız bir yanındaki dayanak tarafından taşınan, diğer bölümleri boşlukta olan yatay yapı ögesi [mimarlık]",Fransızca console,
konsolidasyon,Yapıları benzer durumda olan nesnelerin birleştirilmesi | Firmaların tüzel kişiliklerinin ortadan kaldırılarak yeni bir tüzel kişilikte birleştirilmesi,Fransızca consolidation,
konsolide borç,Kısa vadeli olarak planlanıp daha sonra orta veya uzun vadeli duruma çevrilen borç [ekonomi],,
konsolit,Vadesi belli olmayan ve yalnızca faizi ödenen devlet tahvili [ekonomi] | Bir tür iskambil oyunu,Fransızca consolide,
konsolitçi,"Tahvil, hisse senedi vb. şeyleri alıp satan kimse",,
konsolos,"Yabancı ülkelerde, orada bulunan yurttaşlarının haklarını koruyan, bağlı bulunduğu hükûmete siyasal ve ticari bilgileri veren dış işleri görevlisi; şehbender",Rumca,
konsolosluk,Konsolos olma durumu | Konsolosun makamı veya görevi; şehbenderlik | Bu işin görüldüğü daire; konsoloshane,,
konsol saati,Konsol gibi düz yerlere oturtulacak biçimde yapılmış saat,,
konsomasyon,"Gazino, bar vb. eğlence yerlerinde yenilip içilen şey | Böyle şeyleri yiyip içme | Eğlence yerlerinde konsomatrisin masadan masaya dolaşması",Fransızca consommation,
konsomatris,"Gazino, bar vb. eğlence yerlerinde müşteri ile birlikte yiyip içerek çalıştığı yere kazanç sağlayan kadın",Fransızca consommatrice,
konsomatrislik,Konsomatris olma durumu,,
konsome,Et suyu ile kemiklerin birlikte kaynatılmasından ve yağının alınmasından sonraki durumu,Fransızca consommé,
konsül,Roma'da her yıl seçilen iki devlet başkanından her biri [tarih] | 1799'dan 1804'e kadar Fransa'da birlikte görev alan üç devlet başkanından her biri,Fransızca consul,
konsültasyon,Bir hastalığa tanı koymak veya hastalığı tedavi etmek amacıyla birden fazla hekimin görüş alışverişinde bulunması; konsulto [tıp],Fransızca consultation,
konşimento,Taşınmak için gemiye teslim edilen bir mala karşılık olarak verilen alındı [ticaret],İtalyanca conoscimento,konşime'nto
kont,Roma imparatorunun anlaşma sağladığı yabancı ülke yöneticisi [tarih] | Batı toplumunda erkekler için kullanılan bir soyluluk ünvanı,Fransızca comte,
kontak,"Karşıt elektrik taşıyan iki maddenin birbirine dokunması | Motorlu araçları çalıştırmaya yarayan düzenek | Ruh sağlığı yerinde olmayan, dengesiz olan",Fransızca contact,
kontak anahtarı,Bir taşıtın motorunu çalıştırmak için kullanılan anahtar,,
kontenjan,"Bir yükümlülük veya yararlanma işinde, o işin kapsamına girenlerin oluşturduğu belirli sayıdaki topluluk | Bir kuruluşun veya bir kimsenin seçip almakta yararlanabileceği sayı miktarı | Bir malın, alım satım veya dağıtım işinde, ilgililerin her birine düşen pay oranı [ekonomi]",Fransızca contingent,
kontenjan sistemi,Dışarıdan yurda getirilecek malların tür ve niceliklerini sınırlandıran yöntem [ekonomi],,
kontes,Kontun karısı,Fransızca comtesse,
kontluk,"Kont olma durumu | Kontun mülkü, toprakları",,
kontör,"Belirli bir sürenin bir birim olarak kabul edildiği ve telefonda toplam konuşma süresinin kaç birim olduğunu sayısal olarak gösteren araç | Telefon, gaz, su vb.nde tüketim birimi",Fransızca compteur,
kontörlü telefon,Konuşma süresini gösteren sayaçlı telefon,,
kontra,"Karşıt, karşı, aksi",İtalyanca contra,ko'ntra
kontralto,Kadın seslerinin en kalını; alto [müzik] | Sesi böyle olan sanatçı; alto,İtalyanca contralto,kontra'lto
kontrasomun,Kapı tokmağını ters döndüren somun,İtalyanca contra + Fransızca saumon,kontra'somun
kontratabla,"Ağaç malzemenin biçim değiştirmesini önlemek için körağacın iki yüzüne, elyaf yönleri körağaca çapraz veya 45 derece eğik, aynı kalınlıkta astar kaplama ve yüz kaplama yapıştırılarak elde edilen tabla",Fransızca contre-table,
kontra mizana,Dört direkli gemilerde en arkadaki direk [denizcilik],,
kontrbas,"Keman türünden, en kalın sesli yaylı saz [müzik]",Fransızca contrebasse,ko'ntrbas
kontrbasçı,Kontrbas çalan sanatçı; kontrbas,,
kontrfile,"Kesim hayvanlarında, bel kemiğindeki dikensi çıkıntının iki yanında bulunan et dilimi",Fransızca contre-filet,ko'ntrfile
kontrgerilla,Gerilla güçlerine karşı oluşturulmuş güç; gladyo,Fransızca contre-guérilla,"ko'ntrgerilla, l ince okunur"
kontrol,Bir şeyin gerçeğe ve aslına uygunluğuna bakma,Fransızca contrôle,
kontrol kalemi,"Herhangi bir elektrik devresinin açık veya kapalı olduğunu içine yerleştirilmiş küçük bir lambanın yanıp sönmesiyle gösteren, ucu tornavidalı, kalem biçiminde araç",,
kontrol kulesi,"Hava trafik kontrolü işlerinin yönetilmesi için yapılmış, çevrenin iyice göründüğü oldukça yüksek kule",,
kontrol saati,Bekçilerin belirli yerlerden geçiş zamanlarını belirleyen alet,,
kontrpiye,Sporcunun yanılma hareketi [spor],Fransızca contre-pied,
kontrplak,"Genellikle mobilya işlerinde kullanılan, en az üç kaplamanın üst üste tutkallanmasından oluşan, ince, esnek tahta; kontra",Fransızca contre-plaque,l ince okunur
kontrpuan,Çeşitli melodileri birbirine uydurma sanatı [müzik],Fransızca contre-point,
kontur,Resimde nesneyi belirgin gösteren çevre çizgisi,Fransızca contour,
kontuvar,Kara ve hava yolları ulaşımında bilet ve bagaj işlemlerinin yapıldığı tezgâh veya bölüm [ticaret],Fransızca comptoir,
konu,"Konuşmada, yazıda, eserde ele alınan düşünce, olay veya durum; bap, mevzu, süje | Üzerinde konuşulan şey; husus, laf, sermaye",,
konuk,"Bir yere veya birinin evine kısa bir süre kalmak için gelen kimse; misafir, mihman | Konakçının üzerindeki asalak [hayvan bilimi]",,
konukçu,"Yabancı konukların yanına verilen, onları gezdiren, onlarla ilgilenen kılavuz veya arkadaş; mihmandar",,
konukçuluk,Konukçunun yaptığı iş; mihmandarlık,,
konukevi,Resmî veya özel kuruluşların kendi görevlilerinin yararlanması için yaptırdığı konut; misafirhane,,konu'kevi
konuklama,Konuklamak işi,,
konukluk,Konuk olma durumu; misafirlik,,
konukseverlik,Konuksever olma durumu; misafirperverlik,,
konuk köşesi,Konukların oturması için hazırlanmış özel yer,,
konuk sanatçı,"Asıl programda olmayan, program dışı etkinliğe katılan sanatçı",,
konulabilme,Konulabilmek işi,,
konulma,Konulmak işi; vazolunma,,
konuluş,Konulma işi,,
konuluverme,Konuluvermek işi,,
konum,"Bir kimsenin veya bir şeyin bir yerdeki durumu veya duruş biçimi; pozisyon | Yeryüzünde bir noktanın, enlem ve boylamların yardımıyla bulunan yeri; konuş, yer, vaziyet (I), lokasyon [coğrafya] | Bir şehrin uzak ve yakın çevresiyle her türlü ilişkisini sağlayan ve şehrin gelişmesini etkileyen coğrafi şartlarının bütünü [coğrafya]",,
konumdaş,"Aynı konumda, makamda olan kişiler",,
konumlandırma,Konumlandırmak işi,,
konumlanma,Konumlanmak işi,,
konusuzluk,Konusuz olma durumu,,
konuş,"Konmak işi | Bütün imkânlar göz önünde tutularak kara, hava ve deniz birliklerinin yerleştirilmesi biçimi [askerlik]",,
konuşabilme,Konuşabilmek işi,,
konuşkanlık,Konuşkan olma durumu,,
konuşlandırma,Konuşlandırmak işi,,
konuşlanma,Konuşlanmak işi,,
konuşma,Konuşmak işi; musahabe,,
konuşmacı,"Bir topluluk karşısında etkili, açık, düzgün konuşarak düşüncesini anlatmada, duygusunu aşılamada yetenekli kimse; konuşucu, hatip, konferansçı",,
konuşmacılık,"Konuşmacı olma durumu; konuşuculuk, hatiplik, konferansçılık",,
konuşmama hakkı,Adli makamlarca suçluya tanınan ifade vermeme hakkı [hukuk],,
konuşma bozukluğu,"Bazı sesleri gereği gibi çıkaramamaktan ileri gelen söyleyiş, kötü telaffuz etme",,
konuşma dili,"Günlük yaşayışta kullanılan ve yazı dilinden az çok farklarla ayrılmış bulunan dil, günlük konuşma, günlük dil [dil bilimi]",,
konuşma güçlüğü,Bazı konuşma organlarının gereği gibi çalışmamasından dolayı rahat söz söyleyememe; söz yitimi,,
konuşma merkezi,"Beynin, konuşma işlevini denetleyen bölümü [anatomi]",,
konuşma yetersizliği,Beklenen düzeyde veya yeterli ölçüde konuşamama,,
konuşturabilme,Konuşturabilmek işi,,
konuşturma,Konuşturmak işi,,
konuşturtma,Konuşturtmak işi,,
konuşu,"Bilimsel bir sorunu incelemek veya siyasi, ekonomik, diplomatik sorunları tartışmak için yapılan akademik toplantı; kolokyum",,
konuşucu,"Kusursuz, düzgün, güzel, tatlı söz söylemesini bilen kimse",,
konuşuculuk,Konuşucu olma durumu,,
konuşulma,Konuşulmak işi,,
konuşumluk,Telefonla bir konuşma süresi miktarı,,
konuşur,Bir dili ana dili olarak konuşan kimse,,
konuşuş,Konuşmak işi,,
konuşuverme,Konuşuvermek işi,,
konut,"İnsanların içinde yaşadıkları ev, apartman vb. yer; mesken, ikametgâh",,
konutlanma,Konutlanmak durumu,,
konut dokunulmazlığı,"Belli hukuki şartların dışında, kişilere ait konutlara girilememesi, arama yapılamaması ve eşyaya el konulamaması hakkı [hukuk]",,
konut fonu,Toplu konut yapımı için devletçe oluşturulan fon,,
konut kredisi,Konut almak için banka vb. kurumlardan belli bir vadeye yayılmış olarak ödünç alınan para; emlak kredisi,,
konuverme,Konuvermek işi,,
konu komşu,"Bütün komşular, birbirine yakın yerde oturan kimseler",,
konu mankeni,Geçmiş bir olayın gelişmesini ve sonucunu aynı biçimde yansıtmak üzere canlandıran kimse [sinema],,
konvansiyon,Bir anayasa yapmak veya bir anayasayı değiştirmek için toplanan olağanüstü geçici meclis,Fransızca convention,
konvansiyonel silah,"Taraflarca gücü, niteliği bilinen ve klasik olarak kabul edilen, nükleer ve kimyasal silah dışında kalan savaş aracı [askerlik]",,
konvansiyonel yağış,Isınan havanın yükselerek soğumasıyla oluşan yağış,,
konveyör,"Koruyucu gemi, refakat gemisi [denizcilik]",Fransızca convoyeur,
konvoy,Aynı yere giden taşıt veya yolcu topluluğu; kafile | Savaş gemileri tarafından korunan yük gemileri katarı,Fransızca convoi,
Konya,Türkiye'nin İç Anadolu Bölgesi'nde yer alan illerinden biri,,ko'nya
Konyaaltı,Antalya iline bağlı ilçelerden biri,,konya'altı
konyak,"İspirto derecesi yüksek, özel kokulu, kiremit renginde bir içki türü; kanyak",Fransızca cognac,
Konyalı,Konya ilinden olan kimse,,
Konyalılık,Konyalı olma durumu,,
kooperatif,"Ortaklarının gereksinimlerini uygun şartlarda elde etmelerini sağlamak amacıyla kurulan birlik [ekonomi] | Üreticilerin, aracıyı ortadan çıkararak ürünlerini daha iyi şartlarda pazarlamak için kurdukları ortaklık",Fransızca coopérative,
kooperatifçi,Kooperatif üyesi | Kooperatif yöneticisi,,
kooperatifçilik,Kooperatifçinin yaptığı iş,,
kooperatifleşme,Kooperatifleşmek işi,,
koordinat,Belirli bir molekül içinde özel bir konuma sahip bir atoma bağlı olan atom veya atom grubu [kimya] | Bir yüzey üzerinde veya uzayda bir noktanın yerini belirten sıralı ikili veya üçlü; apsis [matematik],Fransızca coordinat,
koordinatlar,"Apsis, kot ve ordinatın ortak adı [matematik]",,
kopabilme,Kopabilmek işi,,
kopal,"Tropik bölgelerde yetişen, bazı erguvangillerden çıkarılan ve cila yapmakta kullanılan bir tür reçine",Fransızca copal,
kopanaki,El ile bir tür dantel örmek için kullanılan silindir biçimli araç | Bu araç üstünde örülen bir dantel türü,Rumca,
koparabilme,Koparabilmek işi,,
koparan,"Kolları geriye sarkık cepken biçiminde, beyaz keçeden yapılmış kaytanla işlemeli bir tür ceket",,
koparılış,Koparılmak işi,,
koparılma,Koparılmak işi,,
koparış,Koparmak işi,,
koparıverme,Koparıvermek işi,,
koparma,"Koparmak işi | Halterde ayakları açarak halteri bir çırpıda baş üstüne, dirsekleri bükmeden kaldırma biçimi [spor]",,
kopartabilme,Kopartabilmek işi,,
kopartılış,Kopartılmak işi,,
kopartılma,Kopartılmak işi,,
kopartış,Kopartmak işi,,
kopartma,Kopartmak işi,,
koparttırma,Koparttırmak işi,,
kopça,Bir giysinin iki yanını bitiştirmeye yarayan ve metal bir halka ile bir çengelden oluşan araç; agraf,Bulgarca kopça,
kopçalama,Kopçalamak işi,,
kopçalanma,Kopçalanmak işi,,
kopil,Arsız sokak çocuğu | Babası belli olmayan çocuk,Rumca,
kopma,Kopmak işi,,
kopolimer,Kopolimerleşme ile elde edilen madde [kimya],Fransızca copolymère,
kopolimerleşme,Doymamış birleşikler karışımının büyük moleküller vererek polimerleşmesi [kimya],,
kopoy,"Orta boylu, düşük kulaklı, tüyleri kısa bir tür av köpeği [hayvan bilimi]",Macarca kopó,
kopukluk,Kopuk olma durumu | Kopuğa yaraşır davranış,,
kopuntu,Kopmuş parça,,
kopuş,Kopmak işi,,
kopuverme,Kopuvermek işi,,
kopuz,Ozanların çaldığı telli Türk sazı [müzik],,
kopuzcu,Kopuz çalan kimse,,
kopuzculuk,Kopuzcunun yaptığı iş,,
kopya,"Bir sanat eserinin veya yazılı bir metnin taklidi; eşlem, asıl karşıtı | Suret çıkarma işi | Bir sınavda soruları cevaplamak için başka birinden veya yerden gizlice yararlanma | Yazılı sınavda gizlice bakmak için hazırlanmış kâğıt | Taklit edilmiş olan | Aynı canlıdan eşeysiz olarak üreyen canlı; klon [biyoloji]",İtalyanca copia,ko'pya
kopyacı,Yazılı sınavlarda kopya çeken öğrenci | Özgün eser vermeyip başkalarının eserlerini kopya eden kimse,,
kopyacılık,Kopyacı olma durumu,,
kopyalama,Kopyalamak işi | Basılı bir malzemeyi tıpkıbasım yöntemiyle aynen çoğaltma | Geliştirilmiş özel yöntemlerle bir canlının benzerini yapma; klonlama [biyoloji],,
