madde,anlam,lisan,telaffuz
turp filizi,Turp rengi | Bu renkte olan,,
turp salatası,Rendelenmiş turptan yapılan salata,,
turşu,"Tuzlu suda, sirkede bırakılarak özel bir kıvama getirilmiş sebze veya meyve | Bitkin, yorgun",Farsça turşī,
turşucu,Turşu yapan veya satan kimse | Turşu satılan dükkân,,
turşuculuk,Turşucunun işi,,
turşulaşma,Turşulaşmak işi,,
turşu balığı,Turşusu kurulan bir tür balık [hayvan bilimi],,
turşu suyu,Turşunun içilebilir nitelikteki ekşimsi ve kekremsi suyu,,
turta,"Üzeri yufka kaplı, meyveli veya kakaolu bir pasta türü",İtalyanca torta,tu'rta
turuncu,"Sarı ve kırmızının karışımından ortaya çıkan renk, turunç meyvesinin rengi | Bu renkte olan",Farsça turunc + Arapça -ī,
turunculaşma,Turunculaşmak işi,,
turunç,"Turunçgillerden, bütün Akdeniz ülkelerinde yetişen, kışın yaprağını dökmeyen bir ağaç; narenç (Citrus aurantium amara) [bitki bilimi] | Bu ağacın portakala benzeyen, suyu acımtırak meyvesi",Farsça turunc,
turunçgiller,"Sedef otugillerin, turunç, portakal, limon, mandalina vb.ni içine alan bir alt familyası; narenciye [bitki bilimi]",,
tur operatörlüğü,"Yurt içine ve yurt dışına spor, eğlence, sağlık, ibadet, bilimsel veya kültürel amaçla yapılan gezilerin organizasyonunu gerçekleştirme işi",,
tur operatörü,Tur operatörlüğü yapan kimse,,
tuş,"Piyano, org vb. müzik aletleriyle daktilo, hesap makinesi, bilgisayar ve telefon gibi makinelerde parmak vurulan yerlerin adı | Yağlı boya ressamlığında fırçadaki boyanın tuvale sürülüş biçimi | Eskrimde kılıcın ucunun karşı oyuncunun göğüs ve karın bölgesini koruyan özel giysinin bir bölümüne değmesi [spor]",Fransızca touche,
tuş,Güreşte oyun sırasında iki omzun aynı anda yere değmesiyle oluşan yenilgi [spor],,
Tuşba,Van iline bağlı ilçelerden biri,,tu’şba
tuşlama,Tuşlamak işi,,
tuşluk,Belirli sayıda tuşu olan | Belirli sayıda tuşa basılarak yazılan veya aranılan,,
tuşluk,Tuş etme durumu,,
Tut,Adıyaman iline bağlı ilçelerden biri,,
tutabilme,Tutabilmek işi,,
tutacak,"Sıcak mutfak araçlarını tutmakta kullanılan, birbirine şeritle bağlı bez çifti; tutaç, tutak",,
tutaç,Laboratuvar maşası,,
tutak,"Bir şeyin tutulacak yeri | Maşa, kerpeten vb. araçların tutmaya yarayan kanatlarından her biri",,
Tutak,Ağrı iline bağlı ilçelerden biri,,tu'tağı
tutam,"Bankacılıkta kullanılan, borsada kota alabilmek için gerekli asgari şirket sermayesi veya pay; hisse, parti (II), lot [ekonomi]",,
tutamaç,Bir şeyin tutulup çekilecek yeri | Tutunacak yer; tutamak | Telgraf veya elektrik direklerine rahat çıkmayı sağlayan ve ayağa takılan mahmuzlu araç,,
tutamlama,Tutamlamak işi,,
tutanak,"Meclis, kurul, mahkeme vb. yerlerde söylenen sözlerin olduğu gibi yazıya geçirilmesi; tutulga, zabıt, zabıtname | Belgelenmesi gereken bir durumu tespit edenler tarafından imzalanan belge; zabıt varakası | Birçok kimsenin imzaladığı rapor; mazbata",,
tutanakçı,Tutanağı düzenleyen kimse,,
tutanakçılık,Tutanakçının yaptığı iş,,
tutar,Nicelik bakımından bir şeyin bütünü | Para miktarı; meblağ,,
tutarlılık,"Tutarlı olma durumu; tutarlık | Anlatımın konuyla bağdaşması; insicam, insicamlılık [edebiyat]",,
tutarsızlaşma,Tutarsızlaşmak durumu,,
tutarsızlık,Tutarsız olma durumu; insicamsızlık,,
tutçek,"Doğacak çocuğu ana rahminden çekmeye yarayan alet; lavta (II), forseps [tıp]",,
tutkal,"Deri, kıkırdak vb. hayvansal maddelerden elde edilen, katılaşıp sertleşme özelliğiyle tahta, kâğıt vb. yapıştırmaya yarayan madde",,
tutkalcı,Tutkallama işiyle uğraşan işçi,,
tutkalcılık,Tutkalcının işi,,
tutkallama,Tutkallamak işi,,
tutkallanma,Tutkallanmak durumu,,
tutkal şerbeti,İçine çok az miktarda eritilmiş tutkal katılan ılık su,,
tutku,İrade ve yargıları aşan güçlü bir coşku; ihtiras | Güçlü istek ve eğilimin yöneldiği amaç | Aşırı düşkünlük,,
tutkulaşma,Tutkulaşmak işi,,
tutkunluk,"Tutkun olma durumu; meftuniyet, meftunluk",,
tutkusuzluk,Tutkusuz olma durumu,,
tutma,Tutmak işi | Bazı takım oyunlarında ayakla veya vücutla karşı takım oyuncusunun hareketine engel olma; markaj [spor],,
tutmaç,Dört köşe kesilmiş küçük hamur parçalarından yapılan yoğurtlu çorba,,
tutmalık,Tutmaya yarayan nesne,,
tutsak,"Savaşta ele geçen düşman; esir (I), esire [askerlik] | Gitmesine, serbestçe hareketine engel olunan | Bir şeye veya bir kimseye çok bağlı, kendisini bir şeyin etkisinden kurtaramayan kimse",,
tutsaklık,"Tutsak olma durumu; esirlik, esaret",,
tutsak pazarı,Tutsakların köle gibi alınıp satıldığı yer; esir pazarı,,
tutturabilme,Tutturabilmek işi,,
tutturaç,Bir şeyin bağlanıp tutturulduğu nesne,,
tutturma,Tutturmak işi,,
tutturmalık,"Kopça, düğme gibi iki şeyi birbirine tutturmaya yarayan nesne",,
tutturukluk,Tutturuk olma durumu,,
tutturuş,Tutturmak işi,,
tutu,Borcun ödeneceğine ilişkin borçlunun alacaklıya bir taşınmazı güvence olarak göstermesi; ipotek [ticaret],,
tutucu,"Mevcut toplumsal düzeni, düşünceleri ve kurumları değiştirmeden olduğu gibi korumak isteyen (kimse); muhafazakâr, konservatör | Durmalı çıkışlarda, bisikletçiye yardım eden kişi [spor]",,
tutuculaşma,Tutuculaşmak durumu,,
tutuculuk,"Tutucu olma durumu | Özellikle siyasal ve toplumsal düzeni olduğu gibi sürdürme görüşü, tutumu, anlayışı; muhafazakârlık",,
tutukevi,"Tutukluların kapatıldığı yer; tomruk, tevkifhane",,tutu'kevi
tutuklama,Tutuklamak işi; tevkif [hukuk],,
tutuklanış,Tutuklanmak işi,,
tutuklanma,Tutuklanmak işi,,
tutuklatabilme,Tutuklatabilmek işi,,
tutuklatma,Tutuklatmak işi,,
tutuklayabilme,Tutuklayabilmek işi,,
tutukluk,"Tutuk olma durumu | Heyecan, telaş vb. sebeplerle düzgün konuşamama; konuşma korkusu | Düzgün işlememe durumu",,
tutukluluk,"Tutuklu olma durumu; mevkufluk, mevkufiyet",,
tutuksuzluk,Tutuksuz olma durumu,,
tutulabilme,Tutulabilmek işi,,
tutulma,"Tutulmak işi | Halk tarafından sevilme, ünlü olma, iyi tanınma; popülarite | Bir gök cisminin, araya başka bir cismin girmesiyle bütününün veya bir bölümünün görünmez duruma gelmesi olayı [gök bilimi]",,
tutulmazlık,Tutulmaz olma durumu,,
tutulmuşluk,Tutulmuş olma durumu,,
tutulmuş para,Kontrol altına alınmış para; bloke para [ekonomi],,
tutulum,Bir yıl boyunca Güneş'in gök küre üzerinde çizdiği çemberin sınırladığı daire; ekliptik [gök bilimi] | Mikroorganizmanın vücudun değişik bölgelerinde yer edinmesi [tıp],,
tutuluş,Tutulmak işi,,
tutuluverme,Tutuluvermek işi,,
tutulu satış,Bir taşınmazın ipotek edilmek suretiyle uzun vadeli krediyle satın alınması; tutsat [ticaret],,
tutum,"Tutulan yol, tavır | Para veya herhangi bir şeyi dikkatli kullanma, idareli tüketme; artırım,  idare, iktisat, tasarruf, ekonomi",,
tutumluluk,Tutumlu olma durumu,,
tutumsuzluk,"Tutumsuz olma durumu; idaresizlik, müsriflik, savurganlık",,
tutunabilme,Tutunabilmek işi,,
tutunma,Tutunmak işi,,
tutunuş,Tutunmak işi,,
tutunuverme,Tutunuvermek işi,,
tuturuk,"Ateş tutuşturacak çalı, çırpı, yonga vb. şeyler | Çok ekşi",,
tutuş,Tutmak işi,,
tutuşabilme,Tutuşabilmek işi,,
tutuşma,Tutuşmak işi,,
tutuşturabilme,Tutuşturabilmek işi,,
tutuşturma,Tutuşturmak işi,,
tutuşturuverme,Tutuşturuvermek işi,,
tutuşuverme,Tutuşuvermek işi,,
tutuverme,Tutuvermek işi,,
Tuva,Rusya Federasyonu’na bağlı Tuva Özerk Cumhuriyeti’nde yaşayan Türk halkı ve bu halkın soyundan olan kimse,,
tuval,"Üzerine resim yapılan, gerdirilmiş keten, kenevir veya pamuklu kaba kumaş | Bu kumaşın üzerine yapılmış tablo",Fransızca toile,
tuvalet,"İnsanın dışkısıyla idrarını boşalttığı yer; abdesthane, aralık, ayakyolu, yüznumara, hacet yeri, hela, kabine, kenef, memişhane, kademhane, lavabo | Yıkanma, tıraş olma, giyinme, süslenme, taranma işi | Vücut temizliği ve bakımı için gereken nesne | Sidik veya dışkı",Fransızca toilette,
tuvaletçilik,Tuvaletçi olma durumu | Tuvaletçinin yaptığı iş,,
tuvalet ispirtosu,"Hekimlikte, temizlik amacıyla kullanılan binde 966'sı saf, geri kalanı su olan ispirto [kimya]",,
tuvalet kâğıdı,"Tuvalette temizlenmek için kullanılan, özel olarak hazırlanmış ince kâğıt",,
tuvalet masası,"Kadınların süslenmek, taranmak, makyaj yapmak amacıyla kullandıkları aynalı bir masa türü",,
tuvalet sabunu,"Tuvalette temizlik için kullanılan, renkli ve kokulu sabun",,
tuvalet takımı,Tuvalet veya makyaj malzemeleri bulunan çanta veya kutu,,
Tuva Türkçesi,Tuva Türklerinin kullandığı konuşma ve yazı dili; Tuvaca | Bu Türkçeyle yazılmış olan,,
tuyuğ,"Mâni biçiminde, aruzun ""failatün failatün failün"" kalıbıyla yazılmış, dört mısralı bir nazım türü [edebiyat]",,
tuz,"Kokusuz, suda eriyen, yiyecekleri korumada ve tatlandırmada kullanılan billursu madde [kimya] | Bir asitteki hidrojenin yerini bir bazın almasıyla oluşan birleşim; sodyum klorür (NaCl) [kimya]",,
tuzak,"Kuş veya yaban hayvanlarını yakalamaya yarayan araç veya düzenek; ağ (I), fak, komplo | Birini güç ve tehlikeli bir duruma düşürmek için kurulan düzen; ağ, komplo",,
tuzakçı,Tuzak kuran kimse,,
tuzakçılık,Tuzakçının yaptığı iş,,
tuzaklama,Tuzaklamak işi,,
tuzaklanma,Tuzaklanmak işi,,
tuzcu,Tuz satan kimse,,
tuzculuk,Tuzcunun işi,,
tuzla,"Kıyılarda, tava denilen havuzlara deniz veya göl suyu akıtıldıktan sonra kurutularak tuz çıkarılan yer; memleha | Davarlara kırda tuz verilen düz, taşlık ve kayalık yerler",,tu'zla
Tuzla,İstanbul iline bağlı ilçelerden biri,,tu'zla
tuzlama,Tuzlamak işi | İşkembe ile yapılan bir yemek türü | Tuzlanarak hazırlanan,,
tuzlanma,Tuzlanmak işi,,
tuzlaşma,Tuzlaşmak işi,,
tuzlayış,Tuzlamak işi,,
Tuzluca,Iğdır iline bağlı ilçelerden biri,,tuzlu'ca
tuzluk,"İçine tuz konulan kap | Atlarda gözün üstündeki, insanlarda köprücük kemiğinin ardındaki çukur yer [anatomi] | Otlayan hayvanların tuz gereksinimini karşılamak üzere, öğütülmüş kaya tuzlarının yağmurdan korunmasını ve hayvanların rahatça yararlanmasını sağlayan üstü kapalı yer",,
Tuzlukçu,Konya iline bağlı ilçelerden biri,,tuzlu'kçu
tuzluluk,Tuzlu olma durumu | Bir litre suda erimiş bulunan tuzların gram olarak ağırlığı [kimya],,
tuzlu balgam,Birtakım deri hastalıklarının ortak adı [tıp],,
tuzsuzluk,Tuzsuz olma durumu,,
tuzu kuruluk,Tuzu kuru olma durumu,,
tuz ekmek hakkı,Birinin ekmek yedirip iyilik ettiği kimse üzerindeki manevi hakkı,,
tu kaka,"Berbat, kötü, fena durumda olduğu belirtildiğinde kullanılan bir söz",,
tüberkülin,"Veremin tanı ve tedavisinde yararlanılan, verem mikrobu kültüründen elde edilen bir sıvı [tıp]",Fransızca tuberculine,
tüberkülin testi,Bir kimsede tüberküloz bulunup bulunmadığını anlamak amacıyla deri altına tüberkülin aşılama [tıp],,
tüccar,"Ticaret yapan, ticaretle uğraşan kimse; tacir, tecimen, bezirgân",Arapça tuccār,
tüccarlaşma,Tüccarlaşmak durumu,,
tüccarlık,Tüccar olma durumu,,
tüf,"Yanardağların püskürttüğü kül, kum ve lav parçacıklarından oluşan, çoğunlukla açık renkli, hafif gözenekli bir tür çökelti taşı [jeoloji]",Fransızca tuf,
tüfek,"Savaş veya avda kullanılan, uzun namlulu ateşli silah; delikli demir",Farsça tufeng,
tüfekçi,"Tüfek yapan, onaran veya satan kimse | Padişah ve sarayı korumakla görevli olan [tarih] | Savaş gereçleri, silah yapımı ve onarımı ile uğraşan asker sınıfından olan kimse [tarih]",,
tüfekçilik,"Tüfek yapma, onarma veya satma işi",,
tüfekhane,Tüfek yapılan yer,Farsça tufeng + ḫāne,tüfekha:ne
tüfeklik,"Kışla gibi yerlerde tüfekleri düzenli bir biçimde koymak için yapılmış yer [askerlik] | Tüfek kılıfı | Tüfeği bulunan, tüfek sahibi olan | Tüfekle yapılan, tüfeğe gerek duyulan",,
tükeniş,Tükenmek işi,,
tükenme,Tükenmek işi,,
tükenmez,"Tükenmeyen, bitmeyen | Bir kapta ekşitilen ve alındıkça su eklenerek çoğaltılan üzüm veya üzüm, elma, armut karışımı bir içecek türü | Bir tür peynirli çorba",,
tükenmezlik,Tükenmez olma durumu,,
tükenmez kalem,Ucunda küçük bir bilyesi bulunan ve içi özel bir mürekkeple dolu ince bir borucuktan oluşan kalem türü; tükenmez,,
tükenmişlik,"Gücünü yitirmiş olma, çaba göstermeme durumu",,
tükenmişlik sendromu,"Çalışanın kendini bitmiş, yıkılmış, bıkkın hissetmesi durumu [ruh bilimi]",,
tüketebilme,Tüketebilmek işi,,
tüketici,"Mal ve hizmetlerden yararlanan, satın alıp kullanan, tüketen kimse; müstehlik, üretici karşıtı | Bitiren, mahveden",,
tüketicilik,Tüketici olma durumu,,
tüketici sayacı,Harcanmak üzere tüketim mahalline sevk edilen gazı ölçmekte kullanılan cihaz,,
tüketilme,Tüketilmek işi,,
tüketim,"Tüketmek işi | Üretilen veya yapılan şeylerin kullanılıp harcanması; yoğaltım, istihlak, üretim karşıtı",,
tüketiş,Tüketmek işi,,
tüketme,"Tüketmek işi; yoğaltma, ifna",,
tükettirme,Tükettirmek işi,,
tükürebilme,Tükürebilmek işi,,
tükürme,Tükürmek işi,,
tükürük,Tükürük bezlerinin ağza akan salgısı,,
tükürükleme,Tükürüklemek işi,,
tükürüklenme,Tükürüklenmek işi,,
tükürük bezleri,"Dil, çene ve kulak altında bulunan, tükürük salgılayan üç çift bez [anatomi]",,
tükürük hokkası,"Porselen, maden vb.nden yapılan, içine tükürülen kap",,
tükürük otu,"Zambakgillerden, küçük, beyaz veya sarı çiçekli, otsu ve çok yıllık bir bitki (Ornithogalum umbellatum) [bitki bilimi]",,
tükürülme,Tükürülmek işi,,
tükürüş,Tükürmek işi,,
tül,"Çok ince gözenekli pamuk, ipek veya sentetik dokuma | Bu dokumadan yapılmış",Fransızca tulle,
tülbent,"İnce ve seyrek dokunmuş, hafif ve yumuşak pamuklu bez | Bu bezden yapılmış başörtüsü",Farsça dulbend,
tülbentçi,Tülbent satan kimse,,
tülbentçilik,Tülbentçinin işi,,
tüleme,Tülemek işi,,
tüllenme,Tüllenmek işi,,
tülü,"Özel güreşlerde yararlanılan, çift hörgüçlü, uzun tüylü erkek deve [hayvan bilimi]",,
tül perde,"İnce gözenekli pamuk, ipek veya sentetik dokumadan yapılmış perde",,
tümamiral,"Deniz kuvvetlerinde, rütbesi tuğamiralle koramiral arasında bulunan amiral [askerlik]",,tü'mamiral
tümamirallik,Tümamiral olma durumu | Tümamiralin rütbesi | Tümamiralin görevi,,
tümdengelim,"Tümel bir önermeden tikel bir önermeye, yasalardan olaylara, etkenden etkiye geçme yolu; talil, dedüksiyon [felsefe]",,tümde'ngelim
tümdengelimcilik,Akıl yürütmede tümdengelim yöntemini uygulama işi [felsefe],,
tümeller,"Cins, tür, ayrım, özellik ve ilineği içeren kavramlar [mantık]",,
tümellik,Tümel olma durumu,,
tümel kavram,Kapsamına aldığı bütün nesneleri gösteren kavram [mantık],,
tümel önerme,Konunun kapsamına giren bütün bireyler için belli bir şey bildiren önerme [mantık],,
tümen,"Tugayla kolordu arasında yer alan birlik; fırka [askerlik] | On bin erden oluşan asker kuvveti | Büyük küme, yığın | On bin | On bin akçe değerinde İran para birimi",,
tümevarım,"Teklik olandan, özel olandan genel olana giden, tek tek olgulardan genel önermelere varan yöntem; istikra, endüksiyon, tümdengelim karşıtı [felsefe]",,tüme'varım
tümevarımcılık,Akıl yürütmede tümevarım yöntemini uygulama işi [felsefe],,
tümgeneral,"Kara ve hava kuvvetlerinde, rütbesi tuğgeneralle korgeneral arasında bulunan general; ikinci ferik [askerlik]",,tü'mgeneral
tümgenerallik,Tümgeneral olma durumu | Tümgeneralin rütbesi | Tümgeneralin görevi,,
tümleç,"Yüklemin anlamını çeşitli yönlerden tamamlayan öge; meful, mütemmim [dil bilgisi]",,
tümleme,Yüklemi çeşitli yönleriyle tamamlama [dil bilimi],,
tümler açı,Bir dar açıyı dik açı değerine çıkaran açı; tümey [matematik],,
tümsek,"Küçük tepe; tüm (II), tümbek, yükselti | Çıkıntılı yer, kabarıklık, şişkinlik",,
tümsekleşme,Tümsekleşmek işi; tümselme,,
tümür,Bağırsakların iç yüzeylerinde bulunan pürtüklerin adı [anatomi],,
tüm başkalaşma,"Böceklerde, kurtçuk ve koza evresi geçiren başkalaşma türü [hayvan bilimi]",,
tüm başlılar,"Kemikleri kıkırdak olan, solungaç yarıkları bir deri kıvrımı ile örtülü omurgalı balıklar takımı [hayvan bilimi]",,
tüm kirpikliler,Kirpikli bir hücrelilerin alt sınıfı [hayvan bilimi],,
tüm sayı,"Bir derneğin, örgütün bütün üyelerinin oluşturduğu toplam üye sayısı",,
tüm tanrıcılık,"Tanrı ile evreni bir kılan, her şeyi tanrı olarak gören öğretilerin genel adı; kamu tanrıcılık, panteizm [felsefe]",,
tünek,"Kuşlar ve kümes hayvanlarının üzerinde tünedikleri dal veya sırık | Kuş yuvası | Geceleyecek, yatacak yer, ev",,
tünel,"Motorlu taşıt, metro, demir yolu ulaşımı, su taşıma vb. farklı amaçlara yönelik olarak yer altında, genellikle dağların içinde açılan yol | Çevresi kapalı yol",Fransızca tunnel,
tüneme,Tünemek işi; tünekleme,,
tüneyiş,Tünemek işi,,
tünme,Tünmek işi,,
tüp,"Laboratuvarlarda türlü işlerde kullanılan, bir ucu kapalı cam boru | İçine krem, diş macunu, ilaç vb. maddeler konulan, bir ucu burgu kapaklı, plastik veya metal boru; tulum | Akışkan maddelerin konulduğu, genellikle silindir biçiminde, içi boş, ağzı özel tapalı kap | Bitkilerin tohum veya fide olarak içerisine dikildikleri plastik vb. toprak dolu kap | Çok sayıda ampulün bir araya getirilmesiyle oluşturulmuş, televizyonda ekran görüntüsü sağlayan cihaz",Fransızca tube,
